Page Title,URL,Num Of Pictures,Num Of Languages,Num Of References,Num Of Contents,Num Of Tables,Num Of Categories,Num Of Redirects,Views In 30 Last Days,Avg Views Per Day,Total Views,Num Of Edits
Soft Dogs,https://en.wikipedia.org/wiki/Soft_Dogs,2,3,4,4,2,4,1,99,6.292878213,14933,45
Australia Hall,https://en.wikipedia.org/wiki/Australia_Hall,7,1,12,0,0,11,0,283,5.358617783,12716,33
Gordonia jinhuaensis,https://en.wikipedia.org/wiki/Gordonia_jinhuaensis,1,0,4,0,0,3,0,12,1.913611462,4541,16
Mineola station (LIRR),https://en.wikipedia.org/wiki/Mineola_station_(LIRR),6,1,16,6,3,4,4,429,13.68563,32476,305
Billy Turner,https://en.wikipedia.org/wiki/Billy_Turner,2,0,2,5,0,4,2,207,3.96797303,9416,97
Mijaks,https://en.wikipedia.org/wiki/Mijaks,8,5,31,7,1,3,2,617,24.6182048,58419,215
Liu Zheng,https://en.wikipedia.org/wiki/Liu_Zheng,1,3,6,0,1,5,0,116,6.576906869,15607,30
"Savkovo, Vologda Oblast","https://en.wikipedia.org/wiki/Savkovo,_Vologda_Oblast",4,4,3,0,0,2,0,8,0.578171091,1372,19
Jell-O Gallery,https://en.wikipedia.org/wiki/Jell-O_Gallery,1,0,7,6,0,3,2,84,6.469869364,15353,18
Kaizuka Station (Fukuoka),https://en.wikipedia.org/wiki/Kaizuka_Station_(Fukuoka),5,7,0,0,1,7,0,28,3.911504425,9282,46
Blessed (Joe Maneri album),https://en.wikipedia.org/wiki/Blessed_(Joe_Maneri_album),1,0,4,4,1,3,0,12,3.257901391,7731,12
Otto Konrad,https://en.wikipedia.org/wiki/Otto_Konrad,1,15,3,5,0,16,0,157,8.599241466,20406,65
Larry Warke,https://en.wikipedia.org/wiki/Larry_Warke,0,0,6,0,0,13,0,20,0.899283607,2134,9
"2nd Regiment ""Granatieri di Sardegna""",https://en.wikipedia.org/wiki/2nd_Regiment_%22Granatieri_di_Sardegna%22,60,2,1,4,0,2,2,60,1.291192583,3064,12
2007 FA Women's Cup Final,https://en.wikipedia.org/wiki/2007_FA_Women%27s_Cup_Final,1,0,7,2,0,5,0,86,1.928360725,4576,13
Chestnut antpitta,https://en.wikipedia.org/wiki/Chestnut_antpitta,3,15,2,0,0,6,2,21,2.182890855,5180,44
Republic of Central Lithuania,https://en.wikipedia.org/wiki/Republic_of_Central_Lithuania,8,30,49,5,0,11,8,"2,092",60.62241888,143857,813
Ha-joon,https://en.wikipedia.org/wiki/Ha-joon,0,0,3,0,0,2,1,254,10.04972609,23848,15
Softgarage,https://en.wikipedia.org/wiki/Softgarage,0,1,3,4,0,9,0,233,8.578171091,20356,25
Domunli,https://en.wikipedia.org/wiki/Domunli,1,0,4,0,0,1,0,6,1.758533502,4173,18
"Johnson Cove, Virginia","https://en.wikipedia.org/wiki/Johnson_Cove,_Virginia",1,0,0,0,0,3,0,8,2.970501475,7049,10
The Micronotz,https://en.wikipedia.org/wiki/The_Micronotz,1,0,15,7,3,4,2,76,5.068268015,12027,46
Rossoshki,https://en.wikipedia.org/wiki/Rossoshki,4,3,4,0,0,2,0,1,0.262958281,624,16
2009 Open GDF Suez – Doubles,https://en.wikipedia.org/wiki/2009_Open_GDF_Suez_%E2%80%93_Doubles,0,3,0,3,0,2,1,3,2.239780868,5315,54
Darren Stein,https://en.wikipedia.org/wiki/Darren_Stein,1,2,16,5,0,10,0,981,31.14285714,73902,82
Moshe Barbalat,https://en.wikipedia.org/wiki/Moshe_Barbalat,3,0,1,0,0,20,0,3,0.124315213,295,2
See the Rise,https://en.wikipedia.org/wiki/See_the_Rise,0,0,7,6,0,3,0,10,2.10956595,5006,15
"César, duc de Choiseul","https://en.wikipedia.org/wiki/C%C3%A9sar,_duc_de_Choiseul",2,9,1,0,0,7,13,80,0.543615676,1290,65
Peter Seaton,https://en.wikipedia.org/wiki/Peter_Seaton,0,0,13,0,0,7,1,36,4.810788032,11416,89
Kherwara (Rajasthan Assembly constituency),https://en.wikipedia.org/wiki/Kherwara_(Rajasthan_Assembly_constituency),1,1,4,4,2,3,0,65,0.437842394,1039,2
Essen Feather,https://en.wikipedia.org/wiki/Essen_Feather,1,3,0,0,0,1,3,29,3.942267172,9355,35
Chrysobothris caddo,https://en.wikipedia.org/wiki/Chrysobothris_caddo,0,5,3,0,0,3,0,16,0.926253687,2198,8
Linda Merrick,https://en.wikipedia.org/wiki/Linda_Merrick,0,0,12,0,0,6,1,51,0.405394016,962,29
Mother Lode (film),https://en.wikipedia.org/wiki/Mother_Lode_(film),2,7,6,6,0,12,1,689,38.06447535,90327,91
2021 Maine Black Bears football team,https://en.wikipedia.org/wiki/2021_Maine_Black_Bears_football_team,26,0,1,0,1,4,1,530,1.721449642,4085,49
List of ragtime pianists,https://en.wikipedia.org/wiki/List_of_ragtime_pianists,0,0,2,0,0,2,1,134,1.583227981,3757,14
Meirav Shamir,https://en.wikipedia.org/wiki/Meirav_Shamir,5,4,2,4,0,22,1,19,0.039612305,94,113
"Zálesie, Senec District","https://en.wikipedia.org/wiki/Z%C3%A1lesie,_Senec_District",5,21,2,5,0,2,3,16,2.181626633,5177,27
Solomon G. Seisay,https://en.wikipedia.org/wiki/Solomon_G._Seisay,3,0,1,4,1,6,1,15,2.380530973,5649,50
EMI Archive Trust,https://en.wikipedia.org/wiki/EMI_Archive_Trust,3,0,2,0,0,5,0,26,2.455120101,5826,15
Akai Osei,https://en.wikipedia.org/wiki/Akai_Osei,1,0,5,4,3,10,0,793,66.32448378,157388,413
2018 Polish Basketball Cup,https://en.wikipedia.org/wiki/2018_Polish_Basketball_Cup,2,1,1,6,2,2,0,8,2.264643911,5374,19
Oak Hall School,https://en.wikipedia.org/wiki/Oak_Hall_School,5,1,8,6,0,8,1,306,25.93173198,61536,348
Take My Hand (Dido song),https://en.wikipedia.org/wiki/Take_My_Hand_(Dido_song),1,2,1,4,1,8,1,151,14.30088496,33936,63
Thaddeus Shideler,https://en.wikipedia.org/wiki/Thaddeus_Shideler,2,11,2,0,0,7,2,16,3.746734092,8891,61
Echinoplectanum pudicum,https://en.wikipedia.org/wiki/Echinoplectanum_pudicum,1,2,1,4,0,3,0,8,0.80952381,1921,4
Something After All,https://en.wikipedia.org/wiki/Something_After_All,1,0,5,5,1,2,0,4,0.439528024,1043,3
"Dhoby Ghaut, Penang","https://en.wikipedia.org/wiki/Dhoby_Ghaut,_Penang",1,0,2,5,0,5,0,349,5.894226717,13987,38
Mindtrap,https://en.wikipedia.org/wiki/Mindtrap,1,0,0,0,0,8,0,51,4.431099874,10515,50
Cascais Jazz Festival,https://en.wikipedia.org/wiki/Cascais_Jazz_Festival,0,0,2,0,0,6,1,31,3.757690687,8917,48
"Sailors Gully, Victoria","https://en.wikipedia.org/wiki/Sailors_Gully,_Victoria",2,0,1,0,0,4,0,22,0.090181205,214,3
Mika Leinonen,https://en.wikipedia.org/wiki/Mika_Leinonen,0,0,2,0,0,5,0,16,1.187947745,2819,11
Paropomala virgata,https://en.wikipedia.org/wiki/Paropomala_virgata,1,4,5,0,0,3,1,4,0.654867257,1554,6
Persoonia chapmaniana,https://en.wikipedia.org/wiki/Persoonia_chapmaniana,2,4,7,5,0,4,0,5,2.345554151,5566,11
Pogo: The Complete Syndicated Comic Strips,https://en.wikipedia.org/wiki/Pogo:_The_Complete_Syndicated_Comic_Strips,2,0,17,6,2,4,1,232,4.234302571,10048,168
2008 Wyoming Republican presidential caucuses,https://en.wikipedia.org/wiki/2008_Wyoming_Republican_presidential_caucuses,5,1,6,4,2,3,4,30,1.179098188,2798,110
Pauline Family,https://en.wikipedia.org/wiki/Pauline_Family,2,3,0,5,0,2,3,182,9.689422672,22993,25
Spring family,https://en.wikipedia.org/wiki/Spring_family,5,0,17,5,0,9,2,231,16.10366625,38214,117
Buried by the Times,https://en.wikipedia.org/wiki/Buried_by_the_Times,1,0,32,6,0,3,2,"1,233",52.17277708,123806,144
Emanuele Spelorzi,https://en.wikipedia.org/wiki/Emanuele_Spelorzi,1,0,2,0,1,8,0,12,0.486304256,1154,6
Dwaraka (film),https://en.wikipedia.org/wiki/Dwaraka_(film),1,3,5,5,0,6,0,"4,237",207.2882427,491895,149
Stewart McCrae (politician),https://en.wikipedia.org/wiki/Stewart_McCrae_(politician),0,0,6,4,0,5,0,10,2.96291614,7031,30
Ishar Singh Marhana,https://en.wikipedia.org/wiki/Ishar_Singh_Marhana,1,0,0,0,0,3,0,16,1.650231774,3916,17
"List of high schools in San Diego County, California","https://en.wikipedia.org/wiki/List_of_high_schools_in_San_Diego_County,_California",0,0,0,6,0,3,0,551,69.23472398,164294,464
John Power (director),https://en.wikipedia.org/wiki/John_Power_(director),0,4,1,5,0,7,0,45,7.625368732,18095,29
"Ojstro, Laško","https://en.wikipedia.org/wiki/Ojstro,_La%C5%A1ko",4,11,3,0,0,2,1,4,1.592077539,3778,15
BH Tennis Open International Cup,https://en.wikipedia.org/wiki/BH_Tennis_Open_International_Cup,3,4,0,2,2,4,1,13,4.646860514,11027,41
Stoneridge Shopping Center,https://en.wikipedia.org/wiki/Stoneridge_Shopping_Center,1,0,9,0,0,6,1,326,27.87189212,66140,125
WaterPartners,https://en.wikipedia.org/wiki/WaterPartners,2,2,16,5,0,5,5,42,5.369152971,12741,67
Marcel Lambrechts,https://en.wikipedia.org/wiki/Marcel_Lambrechts,1,1,2,0,0,8,0,3,1.059839865,2515,10
Karalundi College,https://en.wikipedia.org/wiki/Karalundi_College,0,0,11,7,0,9,5,30,1.154656553,2740,100
Harry C. Ingles,https://en.wikipedia.org/wiki/Harry_C._Ingles,17,3,10,6,2,15,0,84,4.847029077,11502,60
Mangifera taipa,https://en.wikipedia.org/wiki/Mangifera_taipa,1,4,2,0,0,5,0,25,3.81795196,9060,25
Choi Beom-mun,https://en.wikipedia.org/wiki/Choi_Beom-mun,0,0,3,0,0,7,0,4,0.636325327,1510,7
Karl Jäger,https://en.wikipedia.org/wiki/Karl_J%C3%A4ger,3,13,5,5,1,16,1,"1,572",53.05225453,125893,188
1998 Indian general election in Andhra Pradesh,https://en.wikipedia.org/wiki/1998_Indian_general_election_in_Andhra_Pradesh,3,0,1,5,2,3,2,235,6.072060683,14409,45
Loo Hardy,https://en.wikipedia.org/wiki/Loo_Hardy,2,4,2,4,0,9,0,45,4.19721871,9960,36
Miś z okienka,https://en.wikipedia.org/wiki/Mi%C5%9B_z_okienka,3,1,4,0,0,6,0,39,0.145806995,346,6
Kampilideva,https://en.wikipedia.org/wiki/Kampilideva,1,0,5,0,0,2,0,236,1.585756426,3763,13
ATS Kulmbach,https://en.wikipedia.org/wiki/ATS_Kulmbach,1,2,20,5,2,6,1,30,4.575642646,10858,61
"Odd Fellows Hall (Troy Mills, Iowa)","https://en.wikipedia.org/wiki/Odd_Fellows_Hall_(Troy_Mills,_Iowa)",5,0,2,0,0,7,0,12,1.899283607,4507,21
The Architecture of Fear,https://en.wikipedia.org/wiki/The_Architecture_of_Fear,2,0,1,0,0,3,0,37,2.834386852,6726,16
Life Guards of Horse,https://en.wikipedia.org/wiki/Life_Guards_of_Horse,12,1,12,8,1,7,5,107,1.914875685,4544,16
Global Journal of Emerging Market Economies,https://en.wikipedia.org/wiki/Global_Journal_of_Emerging_Market_Economies,0,0,2,0,0,6,2,23,2.506110409,5947,15
Linear induction accelerator,https://en.wikipedia.org/wiki/Linear_induction_accelerator,1,0,2,0,0,2,0,157,6.206068268,14727,10
Walter Abbott (American football),https://en.wikipedia.org/wiki/Walter_Abbott_(American_football),1,1,2,0,1,12,0,55,4.417193426,10482,50
2017 National Football League (Ireland),https://en.wikipedia.org/wiki/2017_National_Football_League_(Ireland),80,1,4,8,7,3,1,151,48.86809945,115964,615
Blue Origin NS-18,https://en.wikipedia.org/wiki/Blue_Origin_NS-18,1,4,6,0,1,9,3,"5,843",17.22587442,40877,65
The Red Head (1925 film),https://en.wikipedia.org/wiki/The_Red_Head_(1925_film),2,3,1,4,0,10,0,47,3.571007164,8474,14
Le Film français,https://en.wikipedia.org/wiki/Le_Film_fran%C3%A7ais,0,1,3,0,0,7,1,14,4.532237674,10755,21
ORAI2,https://en.wikipedia.org/wiki/ORAI2,9,2,6,0,0,2,2,23,3.266750948,7752,27
Thibault de Montbrial,https://en.wikipedia.org/wiki/Thibault_de_Montbrial,2,2,0,0,0,6,0,46,6.785503582,16102,70
June Thoburn,https://en.wikipedia.org/wiki/June_Thoburn,0,0,2,0,0,8,0,12,2.243573536,5324,10
Cloudchord,https://en.wikipedia.org/wiki/Cloudchord,1,0,18,7,2,5,1,118,1.036241045,2459,84
Disco Romancing,https://en.wikipedia.org/wiki/Disco_Romancing,1,2,14,7,1,5,0,60,6.688158449,15871,149
Pseudohermonassa flavotincta,https://en.wikipedia.org/wiki/Pseudohermonassa_flavotincta,1,4,4,0,0,3,0,0,0.564686051,1340,7
Salamander 2,https://en.wikipedia.org/wiki/Salamander_2,2,7,18,6,1,10,0,435,25.00084282,59327,157
Castleward Opera,https://en.wikipedia.org/wiki/Castleward_Opera,1,0,2,5,0,3,0,7,2.803202697,6652,41
Javier de Pedro,https://en.wikipedia.org/wiki/Javier_de_Pedro,0,25,16,6,1,32,1,308,26.16139907,62081,231
Date and walnut loaf,https://en.wikipedia.org/wiki/Date_and_walnut_loaf,5,1,1,0,0,4,0,511,27.91824694,66250,44
Mao Sahib,https://en.wikipedia.org/wiki/Mao_Sahib,3,1,2,0,0,1,0,115,4.237673831,10056,24
Sathariel,https://en.wikipedia.org/wiki/Sathariel,1,2,7,0,0,2,8,"1,699",46.15634218,109529,64
Cat-Head Comics,https://en.wikipedia.org/wiki/Cat-Head_Comics,0,0,5,4,0,12,0,31,5.401601349,12818,34
Honda CB550,https://en.wikipedia.org/wiki/Honda_CB550,3,5,2,0,0,2,3,"1,544",121.6333755,288636,162
Ruben S. Ayala High School,https://en.wikipedia.org/wiki/Ruben_S._Ayala_High_School,5,0,75,7,3,4,2,532,37.85840708,89838,"1,164"
Ladislav Rakovac,https://en.wikipedia.org/wiki/Ladislav_Rakovac,1,2,1,0,0,4,0,4,1.759797724,4176,9
"San Luis, Colorado","https://en.wikipedia.org/wiki/San_Luis,_Colorado",9,27,16,6,0,6,5,"1,312",71.07163928,168653,189
India–Tunisia relations,https://en.wikipedia.org/wiki/India%E2%80%93Tunisia_relations,6,5,12,5,0,4,1,235,11.13569322,26425,45
Mierzanowice culture,https://en.wikipedia.org/wiki/Mierzanowice_culture,1,2,6,7,0,4,0,251,3.565950274,8462,29
1982 Amílcar Cabral Cup,https://en.wikipedia.org/wiki/1982_Am%C3%ADlcar_Cabral_Cup,0,2,0,3,2,1,1,23,3.1517067,7479,5
Hermaea zosterae,https://en.wikipedia.org/wiki/Hermaea_zosterae,0,2,2,0,0,3,0,15,2.102402023,4989,18
Viola Davis on screen and stage,https://en.wikipedia.org/wiki/Viola_Davis_on_screen_and_stage,3,2,133,4,6,2,1,"11,034",208.6881584,495217,113
2022 Hounslow London Borough Council election,https://en.wikipedia.org/wiki/2022_Hounslow_London_Borough_Council_election,3,0,10,4,1,2,0,54,0.137800253,327,4
List of Chinese films of 2002,https://en.wikipedia.org/wiki/List_of_Chinese_films_of_2002,2,0,0,0,1,3,0,110,10.1517067,24090,58
Adam Grant,https://en.wikipedia.org/wiki/Adam_Grant,1,10,13,7,0,17,5,"14,272",324.1622419,769237,254
Curapi River,https://en.wikipedia.org/wiki/Curapi_River,1,3,0,0,0,2,0,6,1.338811631,3177,8
Vexillum gruneri,https://en.wikipedia.org/wiki/Vexillum_gruneri,3,3,1,4,0,3,0,12,1.985672145,4712,20
Mike Cestor,https://en.wikipedia.org/wiki/Mike_Cestor,0,2,23,6,1,25,0,374,15.09692373,35825,229
Sheilagh Ogilvie,https://en.wikipedia.org/wiki/Sheilagh_Ogilvie,0,2,9,5,0,18,3,210,7.906868942,18763,73
Angelo Gordon,https://en.wikipedia.org/wiki/Angelo_Gordon,3,4,35,7,0,5,9,"2,178",25.71849979,61030,146
Miriam Were,https://en.wikipedia.org/wiki/Miriam_Were,1,3,14,6,0,8,1,221,9.774546987,23195,84
Paul Chesley,https://en.wikipedia.org/wiki/Paul_Chesley,3,1,15,5,0,3,1,104,5.267593763,12500,111
Omnium Gatherum,https://en.wikipedia.org/wiki/Omnium_Gatherum,7,12,11,5,0,4,6,"1,918",90.97724399,215889,311
Bob Briggs (chemist),https://en.wikipedia.org/wiki/Bob_Briggs_(chemist),3,1,9,0,0,12,2,12,0.782553729,1857,20
Calosoma jakli,https://en.wikipedia.org/wiki/Calosoma_jakli,1,3,1,0,0,3,0,5,1.168563,2773,11
2013 World Judo Championships,https://en.wikipedia.org/wiki/2013_World_Judo_Championships,2,18,2,4,4,10,0,194,22.30762748,52936,171
Rossett,https://en.wikipedia.org/wiki/Rossett,3,11,9,5,0,3,0,241,16.60893384,39413,158
Quasieulia hirsutipalpis,https://en.wikipedia.org/wiki/Quasieulia_hirsutipalpis,1,1,1,0,0,3,1,4,1.235145386,2931,9
David Wise (composer),https://en.wikipedia.org/wiki/David_Wise_(composer),0,11,17,4,1,8,4,"4,151",168.0986094,398898,454
Abstract rewriting system,https://en.wikipedia.org/wiki/Abstract_rewriting_system,1,3,12,10,0,3,3,611,26.03160556,61773,107
"Alexandrovka, Tuymazinsky District, Republic of Bashkortostan","https://en.wikipedia.org/wiki/Alexandrovka,_Tuymazinsky_District,_Republic_of_Bashkortostan",4,10,3,0,0,2,0,1,0.402022756,954,14
Hawulti (monument),https://en.wikipedia.org/wiki/Hawulti_(monument),4,5,7,5,0,5,0,333,12.76106195,30282,121
Clover (store),https://en.wikipedia.org/wiki/Clover_(store),3,0,1,0,0,5,2,433,18.11040877,42976,139
Thomas More Prep-Marian,https://en.wikipedia.org/wiki/Thomas_More_Prep-Marian,3,0,2,5,0,7,1,100,8.691108302,20624,153
Compsolechia superfusella,https://en.wikipedia.org/wiki/Compsolechia_superfusella,0,2,2,0,0,3,1,1,0.951538137,2258,10
Taketsugu Asazaka,https://en.wikipedia.org/wiki/Taketsugu_Asazaka,0,2,1,0,0,6,0,10,0.492203961,1168,4
Innlandet Hospital Trust,https://en.wikipedia.org/wiki/Innlandet_Hospital_Trust,1,1,0,4,0,1,1,50,5.267172356,12499,20
Repeal of the Disclosure of Payments by Resource Extraction Issuers Rule,https://en.wikipedia.org/wiki/Repeal_of_the_Disclosure_of_Payments_by_Resource_Extraction_Issuers_Rule,1,0,2,0,0,1,0,23,2.760219132,6550,6
Squaw Valley Olympic Skating Rink,https://en.wikipedia.org/wiki/Squaw_Valley_Olympic_Skating_Rink,3,4,0,0,0,6,0,133,8.284450063,19659,17
Iceburn,https://en.wikipedia.org/wiki/Iceburn,1,0,3,3,0,7,4,342,17.80994522,42263,105
Department of Railways and Canals,https://en.wikipedia.org/wiki/Department_of_Railways_and_Canals,1,0,0,0,0,4,1,27,2.453013064,5821,14
Sodium salicylate,https://en.wikipedia.org/wiki/Sodium_salicylate,2,22,9,4,0,3,11,"1,904",110.7905605,262906,149
Abingdon Air & Country Show,https://en.wikipedia.org/wiki/Abingdon_Air_%26_Country_Show,0,0,0,4,0,6,0,5,3.906868942,9271,35
Gonioterma conchita,https://en.wikipedia.org/wiki/Gonioterma_conchita,0,2,2,0,0,3,1,4,1.088074168,2582,10
Sri Ramadasu,https://en.wikipedia.org/wiki/Sri_Ramadasu,1,2,7,10,0,10,0,"2,899",148.7977244,353097,297
Rhizotrogus parvulus,https://en.wikipedia.org/wiki/Rhizotrogus_parvulus,0,4,1,0,0,5,0,6,1.418879056,3367,7
2000 Paris–Nice,https://en.wikipedia.org/wiki/2000_Paris%E2%80%93Nice,2,6,3,0,1,5,1,16,2.156342183,5117,4
Iberian midwife toad,https://en.wikipedia.org/wiki/Iberian_midwife_toad,4,22,3,6,0,5,5,59,8.508638854,20191,68
Thyellisca,https://en.wikipedia.org/wiki/Thyellisca,1,2,0,0,0,3,0,11,1.566371681,3717,4
Chris Henchy,https://en.wikipedia.org/wiki/Chris_Henchy,0,2,15,5,0,15,0,"88,611",734.3994943,1742730,145
Tampa Bay Vipers,https://en.wikipedia.org/wiki/Tampa_Bay_Vipers,4,3,11,6,0,7,1,"4,612",191.2958281,453945,111
Barbara Giza,https://en.wikipedia.org/wiki/Barbara_Giza,0,2,0,0,0,4,1,36,0.850821745,2019,19
Ashburton County Rugby Union,https://en.wikipedia.org/wiki/Ashburton_County_Rugby_Union,3,0,1,0,0,6,0,7,1.379266751,3273,16
Sonthi Boonyaratglin,https://en.wikipedia.org/wiki/Sonthi_Boonyaratglin,12,24,70,14,1,16,15,"1,374",59.35271808,140844,505
Era One,https://en.wikipedia.org/wiki/Era_One,3,2,0,0,0,4,1,135,10.96291614,26015,49
Video game design,https://en.wikipedia.org/wiki/Video_game_design,4,12,54,9,0,2,17,"4,230",254.8621997,604788,"2,137"
Ebenaqua,https://en.wikipedia.org/wiki/Ebenaqua,11,0,3,0,0,3,0,89,3.082174463,7314,23
Tmesisternus salomonus,https://en.wikipedia.org/wiki/Tmesisternus_salomonus,0,7,1,0,0,2,0,1,0.584492204,1387,10
John Wilks,https://en.wikipedia.org/wiki/John_Wilks,3,0,6,4,0,8,2,56,5.368731563,12740,41
Fulda (skipper),https://en.wikipedia.org/wiki/Fulda_(skipper),1,7,1,0,0,3,1,2,1.403286979,3330,16
Argemone munita,https://en.wikipedia.org/wiki/Argemone_munita,6,5,3,0,0,3,2,160,11.43109987,27126,18
BrassNeck Theatre,https://en.wikipedia.org/wiki/BrassNeck_Theatre,1,0,27,7,0,1,2,33,4.680994522,11108,274
Groslay station,https://en.wikipedia.org/wiki/Groslay_station,3,4,2,0,1,3,3,11,0.691108302,1640,46
Presidency of Mohammad Khatami,https://en.wikipedia.org/wiki/Presidency_of_Mohammad_Khatami,5,1,15,5,2,4,2,109,4.736620312,11240,64
"Gesha, Bulgaria","https://en.wikipedia.org/wiki/Gesha,_Bulgaria",2,10,1,0,0,2,0,13,2.660766962,6314,6
Shuttle bombing,https://en.wikipedia.org/wiki/Shuttle_bombing,0,1,10,0,0,2,1,282,24.38263801,57860,64
Chinese destroyer Xining (117),https://en.wikipedia.org/wiki/Chinese_destroyer_Xining_(117),1,1,8,0,0,3,3,103,0.92077539,2185,11
Gary L. Herod,https://en.wikipedia.org/wiki/Gary_L._Herod,4,1,6,0,0,5,2,150,8.568900126,20334,70
Change Remains,https://en.wikipedia.org/wiki/Change_Remains,2,0,0,0,1,2,0,14,2.789717657,6620,13
Jossie Gut Historic District,https://en.wikipedia.org/wiki/Jossie_Gut_Historic_District,3,1,2,0,0,2,0,12,0.794353139,1885,9
Patricia Benoit (director),https://en.wikipedia.org/wiki/Patricia_Benoit_(director),0,1,10,4,0,14,0,51,2.398230088,5691,27
The Curse of the Black Spot,https://en.wikipedia.org/wiki/The_Curse_of_the_Black_Spot,2,7,25,5,0,9,2,"2,228",95.95785925,227708,370
Belgrade Competition in Oratory,https://en.wikipedia.org/wiki/Belgrade_Competition_in_Oratory,1,0,0,0,0,5,1,8,2.288664138,5431,35
Lac des Oiseaux,https://en.wikipedia.org/wiki/Lac_des_Oiseaux,2,14,1,0,0,2,1,6,2.329962073,5529,8
Edwin A. Jaggard,https://en.wikipedia.org/wiki/Edwin_A._Jaggard,1,0,2,0,0,11,0,10,3.746734092,8891,12
Helge Stormoen,https://en.wikipedia.org/wiki/Helge_Stormoen,4,1,2,0,1,5,0,12,1.540244416,3655,6
Hervé Barmasse,https://en.wikipedia.org/wiki/Herv%C3%A9_Barmasse,5,2,40,8,0,4,2,434,0.760219132,1804,42
Angophora bakeri,https://en.wikipedia.org/wiki/Angophora_bakeri,2,9,9,4,0,4,6,61,5.139064475,12195,23
David Vogt (musician),https://en.wikipedia.org/wiki/David_Vogt_(musician),1,4,7,5,0,9,2,"1,074",16.31310577,38711,28
Ted Huang,https://en.wikipedia.org/wiki/Ted_Huang,0,2,1,0,0,13,2,20,0.703329119,1669,6
List of Colombian records in athletics,https://en.wikipedia.org/wiki/List_of_Colombian_records_in_athletics,0,2,80,5,9,2,2,183,13.88158449,32941,396
1957 Men's British Open Squash Championship,https://en.wikipedia.org/wiki/1957_Men%27s_British_Open_Squash_Championship,0,1,2,0,1,6,0,18,2.257479983,5357,18
James Clark (Australian cricketer),https://en.wikipedia.org/wiki/James_Clark_(Australian_cricketer),2,1,1,0,0,6,1,6,1.018963338,2418,7
Ponta de São Lourenço,https://en.wikipedia.org/wiki/Ponta_de_S%C3%A3o_Louren%C3%A7o,4,12,3,0,0,4,1,266,6.263379688,14863,16
Pet banks,https://en.wikipedia.org/wiki/Pet_banks,3,0,11,0,0,2,2,410,28.36873156,67319,151
Grahams Island State Park,https://en.wikipedia.org/wiki/Grahams_Island_State_Park,1,0,6,0,0,4,3,15,1.338390223,3176,32
2007 Petit Le Mans,https://en.wikipedia.org/wiki/2007_Petit_Le_Mans,1,2,3,0,2,2,0,32,4.764854614,11307,34
Villajoyosa,https://en.wikipedia.org/wiki/Villajoyosa,8,42,6,4,0,3,8,990,56.90602613,135038,180
Gorilla suit,https://en.wikipedia.org/wiki/Gorilla_suit,3,1,13,6,0,2,5,802,58.6013485,139061,201
Adoration of the Shepherds (Crivelli),https://en.wikipedia.org/wiki/Adoration_of_the_Shepherds_(Crivelli),3,3,3,0,0,5,0,69,1.314791403,3120,17
K Street Project,https://en.wikipedia.org/wiki/K_Street_Project,2,0,5,8,0,3,1,259,25.92878213,61529,145
Paul Lambert (Emmerdale),https://en.wikipedia.org/wiki/Paul_Lambert_(Emmerdale),1,0,3,5,0,6,1,565,40.36451749,95785,355
Brian Gable,https://en.wikipedia.org/wiki/Brian_Gable,1,0,2,0,0,5,1,86,6.687315634,15869,40
The Baldpate Inn,https://en.wikipedia.org/wiki/The_Baldpate_Inn,5,1,4,0,0,7,0,157,9.808259587,23275,19
Voice inversion,https://en.wikipedia.org/wiki/Voice_inversion,0,0,1,0,0,1,1,458,18.41930046,43709,35
Kipps Run,https://en.wikipedia.org/wiki/Kipps_Run,3,0,11,8,0,3,1,3,2.046354825,4856,34
Helix the Cat,https://en.wikipedia.org/wiki/Helix_the_Cat,1,0,0,0,0,3,0,35,4.498525074,10675,9
Columbus Regional Health,https://en.wikipedia.org/wiki/Columbus_Regional_Health,1,0,10,7,0,2,0,73,7.740412979,18368,59
